Site,Article,Article Description,Qty,City,Store Name,Full Tally Name,Store Type,TP / ex GST,Stock Value
A478,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,Mumbai,Nalasopara West,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Store,1349,1349
A478,260089,Amkette Xcite Neo Wired USB Keyboard,2,Mumbai,Nalasopara West,398PP Xcite Neo Keyboard USB,Store,529,1058
A483,250421,Amkette Neo Case 14 Multi Pocket GRY,1,Vadodara,Harni Sama Link Road,146BK NeoCase Sleeve MP 450 14,Store,779,779
A486,250875,Amkette EvoFox WarHammer Wired GMG KB,1,Vapi,GIDC,433BK EvoFox WarHammer Gaming Keyboard (USB),Store,1099,1099
A487,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,Chandigarh,Sector 35 B,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Store,699,699
A487,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,Chandigarh,Sector 35 B,649BK EvoFox Typhoon Laptop Cooling Pad,Store,1399,1399
A489,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,Bangalore,Global Malls,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Store,1349,1349
A494,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,Vijayawada,Enikepadu,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Store,1349,1349
A495,250881,Amkette EvoFox Phantom Pro WRGB GMG MSE,1,Hyderabad,Hasthinapuram,795BK EvoFox Phantom Pro RGB Gaming Mouse USB,Store,799,799
A498,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,New Delhi,Malviya Nagar,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Store,699,699
A498,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,New Delhi,Malviya Nagar,649BK EvoFox Typhoon Laptop Cooling Pad,Store,1399,1399
A503,250423,Amkette Ergo Laptop Stand 7 Levels,2,New Delhi,Dwarka Sector 12,650GR Ergo View Laptop Stand-Grey,Store,759,1518
A503,250878,Amkette EvoFox Falcon LX35 LED Mouse Pad,1,New Delhi,Dwarka Sector 12,596BK Evo Fox Falcon LX35 Medium Speed LED Mouse Pad,Store,999,999
A503,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,New Delhi,Dwarka Sector 12,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Store,699,699
A516,250421,Amkette Neo Case 14 Multi Pocket GRY,2,Vellore,Katpadi,146BK NeoCase Sleeve MP 450 14,Store,779,1558
A532,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,New Delhi,CBD Shahdara,649BK EvoFox Typhoon Laptop Cooling Pad,Store,1399,1399
A537,256480,Amkette EvoFox Prime Gaming Bundle,2,Kottayam,KK Road,998PP EvoFox Prime Gaming Bundle (422-423-658-597),Store,3000,6000
A544,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,Noida,Golden I,649BK EvoFox Typhoon Laptop Cooling Pad,Store,1399,1399
A545,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,New Delhi,Lajpat Nagar,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Store,699,699
A545,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,New Delhi,Lajpat Nagar,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Store,1349,1349
A560,256480,Amkette EvoFox Prime Gaming Bundle,1,Vadodara,Makarpura,998PP EvoFox Prime Gaming Bundle (422-423-658-597),Store,3000,3000
A596,250421,Amkette Neo Case 14 Multi Pocket GRY,2,Rajkot,Mavdi,146BK NeoCase Sleeve MP 450 14,Store,779,1558
D019,250417,Amkette 4 Port USB 3.0 Hub BLK,6,Ahmedabad,DC,416PP Super Speed Hub 4 Port USB 3.0,DC,929,5574
D019,250423,Amkette Ergo Laptop Stand 7 Levels,5,Ahmedabad,DC,650GR Ergo View Laptop Stand-Grey,DC,759,3795
D019,256479,Amkette EvoFox Explore Gaming Bundle,9,Ahmedabad,DC,997PP EvoFox Explore Gaming Bundle (422-423-659-595),DC,2500,22500
D019,250878,Amkette EvoFox Falcon LX35 LED Mouse Pad,9,Ahmedabad,DC,596BK Evo Fox Falcon LX35 Medium Speed LED Mouse Pad,DC,999,8991
D019,250877,Amkette EvoFox Falcon X35 MED SP MSE Pad,10,Ahmedabad,DC,595BK Evo Fox Falcon X35 Medium Speed Mouse Pad,DC,349,3490
D019,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,18,Ahmedabad,DC,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,DC,699,12582
D019,250873,Amkette EvoFox Fireblade Wired GMG KB,1,Ahmedabad,DC,422BK Evo Fox Fireblade Gaming Keyboard USB,DC,999,999
D019,256480,Amkette EvoFox Prime Gaming Bundle,13,Ahmedabad,DC,998PP EvoFox Prime Gaming Bundle (422-423-658-597),DC,3000,39000
D019,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,20,Ahmedabad,DC,649BK EvoFox Typhoon Laptop Cooling Pad,DC,1399,27980
D019,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,3,Ahmedabad,DC,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),DC,1349,4047
D019,250421,Amkette Neo Case 14 Multi Pocket GRY,5,Ahmedabad,DC,146BK NeoCase Sleeve MP 450 14,DC,779,3895
D019,250421,Amkette Neo Case 14 Multi Pocket GRY,3,Ahmedabad,DC,146BK NeoCase Sleeve MP 450 14,DC,779,2337
D022,250417,Amkette 4 Port USB 3.0 Hub BLK,4,Hyderabad,DC,416PP Super Speed Hub 4 Port USB 3.0,DC,929,3716
D022,250423,Amkette Ergo Laptop Stand 7 Levels,4,Hyderabad,DC,650GR Ergo View Laptop Stand-Grey,DC,759,3036
D022,256479,Amkette EvoFox Explore Gaming Bundle,9,Hyderabad,DC,997PP EvoFox Explore Gaming Bundle (422-423-659-595),DC,2500,22500
D022,250878,Amkette EvoFox Falcon LX35 LED Mouse Pad,2,Hyderabad,DC,596BK Evo Fox Falcon LX35 Medium Speed LED Mouse Pad,DC,999,1998
D022,250877,Amkette EvoFox Falcon X35 MED SP MSE Pad,4,Hyderabad,DC,595BK Evo Fox Falcon X35 Medium Speed Mouse Pad,DC,349,1396
D022,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,45,Hyderabad,DC,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,DC,699,31455
D022,250881,Amkette EvoFox Phantom Pro WRGB GMG MSE,1,Hyderabad,DC,795BK EvoFox Phantom Pro RGB Gaming Mouse USB,DC,799,799
D022,256480,Amkette EvoFox Prime Gaming Bundle,4,Hyderabad,DC,998PP EvoFox Prime Gaming Bundle (422-423-658-597),DC,3000,12000
D022,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,7,Hyderabad,DC,649BK EvoFox Typhoon Laptop Cooling Pad,DC,1399,9793
D022,250875,Amkette EvoFox WarHammer Wired GMG KB,2,Hyderabad,DC,433BK EvoFox WarHammer Gaming Keyboard (USB),DC,1099,2198
D022,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,Hyderabad,DC,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),DC,1349,1349
D022,250421,Amkette Neo Case 14 Multi Pocket GRY,7,Hyderabad,DC,146BK NeoCase Sleeve MP 450 14,DC,779,5453
D022,260086,Amkette Type-C 6 in 1 Multiport Hub,1,Hyderabad,DC,436BK Type-C 6 in 1 Multiport Hub,DC,1699,1699
D022,260089,Amkette Xcite Neo Wired USB Keyboard,1,Hyderabad,DC,398PP Xcite Neo Keyboard USB,DC,529,529
D023,250417,Amkette 4 Port USB 3.0 Hub BLK,2,Bangalore,DC,416PP Super Speed Hub 4 Port USB 3.0,DC,929,1858
D023,250423,Amkette Ergo Laptop Stand 7 Levels,2,Bangalore,DC,650GR Ergo View Laptop Stand-Grey,DC,759,1518
D023,256479,Amkette EvoFox Explore Gaming Bundle,22,Bangalore,DC,997PP EvoFox Explore Gaming Bundle (422-423-659-595),DC,2500,55000
D023,250878,Amkette EvoFox Falcon LX35 LED Mouse Pad,2,Bangalore,DC,596BK Evo Fox Falcon LX35 Medium Speed LED Mouse Pad,DC,999,1998
D023,250878,Amkette EvoFox Falcon LX35 LED Mouse Pad,1,Bangalore,DC,596BK Evo Fox Falcon LX35 Medium Speed LED Mouse Pad,DC,999,999
D023,250877,Amkette EvoFox Falcon X35 MED SP MSE Pad,1,Bangalore,DC,595BK Evo Fox Falcon X35 Medium Speed Mouse Pad,DC,349,349
D023,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,21,Bangalore,DC,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,DC,699,14679
D023,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,Bangalore,DC,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,DC,699,699
D023,250881,Amkette EvoFox Phantom Pro WRGB GMG MSE,1,Bangalore,DC,795BK EvoFox Phantom Pro RGB Gaming Mouse USB,DC,799,799
D023,256480,Amkette EvoFox Prime Gaming Bundle,59,Bangalore,DC,998PP EvoFox Prime Gaming Bundle (422-423-658-597),DC,3000,177000
D023,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,3,Bangalore,DC,649BK EvoFox Typhoon Laptop Cooling Pad,DC,1399,4197
D023,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,11,Bangalore,DC,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),DC,1349,14839
D023,250424,Amkette Primus V2 WL Desktop KB & Mouse,1,Bangalore,DC,419V2 PRIMUS Wireless Desktop V2,DC,999,999
D023,260090,Amkette Xcite Neo Wired Keyboard & Mouse,1,Bangalore,DC,400PP Xcite Neo Keyboard & Mouse USB,DC,729,729
D023,204737,AMKETTE Xcite Pro Keyboard & Mouse Combo,1,Bangalore,DC,850PP Xcite Pro Keyboard & Mouse USB,DC,729,729
D025,250417,Amkette 4 Port USB 3.0 Hub BLK,1,Gurugram,DC,416PP Super Speed Hub 4 Port USB 3.0,DC,929,929
D025,250417,Amkette 4 Port USB 3.0 Hub BLK,1,Gurugram,DC,416PP Super Speed Hub 4 Port USB 3.0,DC,929,929
D025,250423,Amkette Ergo Laptop Stand 7 Levels,2,Gurugram,DC,650GR Ergo View Laptop Stand-Grey,DC,759,1518
D025,256479,Amkette EvoFox Explore Gaming Bundle,8,Gurugram,DC,997PP EvoFox Explore Gaming Bundle (422-423-659-595),DC,2500,20000
D025,250878,Amkette EvoFox Falcon LX35 LED Mouse Pad,1,Gurugram,DC,596BK Evo Fox Falcon LX35 Medium Speed LED Mouse Pad,DC,999,999
D025,250878,Amkette EvoFox Falcon LX35 LED Mouse Pad,1,Gurugram,DC,596BK Evo Fox Falcon LX35 Medium Speed LED Mouse Pad,DC,999,999
D025,250877,Amkette EvoFox Falcon X35 MED SP MSE Pad,1,Gurugram,DC,595BK Evo Fox Falcon X35 Medium Speed Mouse Pad,DC,349,349
D025,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,36,Gurugram,DC,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,DC,699,25164
D025,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,Gurugram,DC,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,DC,699,699
D025,256480,Amkette EvoFox Prime Gaming Bundle,13,Gurugram,DC,998PP EvoFox Prime Gaming Bundle (422-423-658-597),DC,3000,39000
D025,256480,Amkette EvoFox Prime Gaming Bundle,2,Gurugram,DC,998PP EvoFox Prime Gaming Bundle (422-423-658-597),DC,3000,6000
D025,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,5,Gurugram,DC,649BK EvoFox Typhoon Laptop Cooling Pad,DC,1399,6995
D025,250875,Amkette EvoFox WarHammer Wired GMG KB,2,Gurugram,DC,433BK EvoFox WarHammer Gaming Keyboard (USB),DC,1099,2198
D025,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,11,Gurugram,DC,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),DC,1349,14839
D025,250421,Amkette Neo Case 14 Multi Pocket GRY,1,Gurugram,DC,146BK NeoCase Sleeve MP 450 14,DC,779,779
D025,250421,Amkette Neo Case 14 Multi Pocket GRY,1,Gurugram,DC,146BK NeoCase Sleeve MP 450 14,DC,779,779
D025,260085,Amkette Type-C 4 Port USB 3.0 Hub,1,Gurugram,DC,435BK Type-C 4 Port USB 3.0 Hub Pro,DC,1059,1059
D025,260086,Amkette Type-C 6 in 1 Multiport Hub,2,Gurugram,DC,436BK Type-C 6 in 1 Multiport Hub,DC,1699,3398
D025,260090,Amkette Xcite Neo Wired Keyboard & Mouse,1,Gurugram,DC,400PP Xcite Neo Keyboard & Mouse USB,DC,729,729
D025,260089,Amkette Xcite Neo Wired USB Keyboard,1,Gurugram,DC,398PP Xcite Neo Keyboard USB,DC,529,529
D025,204737,AMKETTE Xcite Pro Keyboard & Mouse Combo,2,Gurugram,DC,850PP Xcite Pro Keyboard & Mouse USB,DC,729,1458
D028,250423,Amkette Ergo Laptop Stand 7 Levels,1,Coimbatore DC,DC,650GR Ergo View Laptop Stand-Grey,DC,759,759
D028,250878,Amkette EvoFox Falcon LX35 LED Mouse Pad,3,Coimbatore DC,DC,596BK Evo Fox Falcon LX35 Medium Speed LED Mouse Pad,DC,999,2997
D028,250877,Amkette EvoFox Falcon X35 MED SP MSE Pad,1,Coimbatore DC,DC,595BK Evo Fox Falcon X35 Medium Speed Mouse Pad,DC,349,349
D028,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,11,Coimbatore DC,DC,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,DC,699,7689
D028,256480,Amkette EvoFox Prime Gaming Bundle,3,Coimbatore DC,DC,998PP EvoFox Prime Gaming Bundle (422-423-658-597),DC,3000,9000
D028,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,3,Coimbatore DC,DC,649BK EvoFox Typhoon Laptop Cooling Pad,DC,1399,4197
D028,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,3,Coimbatore DC,DC,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),DC,1349,4047
D028,260090,Amkette Xcite Neo Wired Keyboard & Mouse,1,Coimbatore DC,DC,400PP Xcite Neo Keyboard & Mouse USB,DC,729,729
D028,260089,Amkette Xcite Neo Wired USB Keyboard,1,Coimbatore DC,DC,398PP Xcite Neo Keyboard USB,DC,529,529
D035,250417,Amkette 4 Port USB 3.0 Hub BLK,3,Rajpura,DC,416PP Super Speed Hub 4 Port USB 3.0,DC,929,2787
D035,250423,Amkette Ergo Laptop Stand 7 Levels,5,Rajpura,DC,650GR Ergo View Laptop Stand-Grey,DC,759,3795
D035,256479,Amkette EvoFox Explore Gaming Bundle,2,Rajpura,DC,997PP EvoFox Explore Gaming Bundle (422-423-659-595),DC,2500,5000
D035,250878,Amkette EvoFox Falcon LX35 LED Mouse Pad,7,Rajpura,DC,596BK Evo Fox Falcon LX35 Medium Speed LED Mouse Pad,DC,999,6993
D035,250877,Amkette EvoFox Falcon X35 MED SP MSE Pad,3,Rajpura,DC,595BK Evo Fox Falcon X35 Medium Speed Mouse Pad,DC,349,1047
D035,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,25,Rajpura,DC,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,DC,699,17475
D035,256480,Amkette EvoFox Prime Gaming Bundle,5,Rajpura,DC,998PP EvoFox Prime Gaming Bundle (422-423-658-597),DC,3000,15000
D035,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,8,Rajpura,DC,649BK EvoFox Typhoon Laptop Cooling Pad,DC,1399,11192
D035,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,2,Rajpura,DC,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),DC,1349,2698
D035,260086,Amkette Type-C 6 in 1 Multiport Hub,1,Rajpura,DC,436BK Type-C 6 in 1 Multiport Hub,DC,1699,1699
D038,250417,Amkette 4 Port USB 3.0 Hub BLK,4,Surat,DC,416PP Super Speed Hub 4 Port USB 3.0,DC,929,3716
D038,250423,Amkette Ergo Laptop Stand 7 Levels,5,Surat,DC,650GR Ergo View Laptop Stand-Grey,DC,759,3795
D038,256479,Amkette EvoFox Explore Gaming Bundle,1,Surat,DC,997PP EvoFox Explore Gaming Bundle (422-423-659-595),DC,2500,2500
D038,250878,Amkette EvoFox Falcon LX35 LED Mouse Pad,7,Surat,DC,596BK Evo Fox Falcon LX35 Medium Speed LED Mouse Pad,DC,999,6993
D038,250877,Amkette EvoFox Falcon X35 MED SP MSE Pad,1,Surat,DC,595BK Evo Fox Falcon X35 Medium Speed Mouse Pad,DC,349,349
D038,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,46,Surat,DC,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,DC,699,32154
D038,250881,Amkette EvoFox Phantom Pro WRGB GMG MSE,1,Surat,DC,795BK EvoFox Phantom Pro RGB Gaming Mouse USB,DC,799,799
D038,256480,Amkette EvoFox Prime Gaming Bundle,2,Surat,DC,998PP EvoFox Prime Gaming Bundle (422-423-658-597),DC,3000,6000
D038,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,9,Surat,DC,649BK EvoFox Typhoon Laptop Cooling Pad,DC,1399,12591
D038,250875,Amkette EvoFox WarHammer Wired GMG KB,3,Surat,DC,433BK EvoFox WarHammer Gaming Keyboard (USB),DC,1099,3297
D038,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,Surat,DC,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),DC,1349,1349
D038,250421,Amkette Neo Case 14 Multi Pocket GRY,2,Surat,DC,146BK NeoCase Sleeve MP 450 14,DC,779,1558
D038,260090,Amkette Xcite Neo Wired Keyboard & Mouse,1,Surat,DC,400PP Xcite Neo Keyboard & Mouse USB,DC,729,729
D038,260089,Amkette Xcite Neo Wired USB Keyboard,1,Surat,DC,398PP Xcite Neo Keyboard USB,DC,529,529
D038,204737,AMKETTE Xcite Pro Keyboard & Mouse Combo,1,Surat,DC,850PP Xcite Pro Keyboard & Mouse USB,DC,729,729
D039,250423,Amkette Ergo Laptop Stand 7 Levels,4,Chennai,DC,650GR Ergo View Laptop Stand-Grey,DC,759,3036
D039,256479,Amkette EvoFox Explore Gaming Bundle,1,Chennai,DC,997PP EvoFox Explore Gaming Bundle (422-423-659-595),DC,2500,2500
D039,250878,Amkette EvoFox Falcon LX35 LED Mouse Pad,2,Chennai,DC,596BK Evo Fox Falcon LX35 Medium Speed LED Mouse Pad,DC,999,1998
D039,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,23,Chennai,DC,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,DC,699,16077
D039,256480,Amkette EvoFox Prime Gaming Bundle,7,Chennai,DC,998PP EvoFox Prime Gaming Bundle (422-423-658-597),DC,3000,21000
D039,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,6,Chennai,DC,649BK EvoFox Typhoon Laptop Cooling Pad,DC,1399,8394
D039,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,Chennai,DC,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),DC,1349,1349
D039,250424,Amkette Primus V2 WL Desktop KB & Mouse,1,Chennai,DC,419V2 PRIMUS Wireless Desktop V2,DC,999,999
D039,204737,AMKETTE Xcite Pro Keyboard & Mouse Combo,1,Chennai,DC,850PP Xcite Pro Keyboard & Mouse USB,DC,729,729
D041,250417,Amkette 4 Port USB 3.0 Hub BLK,1,Kolkata,DC,416PP Super Speed Hub 4 Port USB 3.0,DC,929,929
D041,250423,Amkette Ergo Laptop Stand 7 Levels,1,Kolkata,DC,650GR Ergo View Laptop Stand-Grey,DC,759,759
D041,256479,Amkette EvoFox Explore Gaming Bundle,1,Kolkata,DC,997PP EvoFox Explore Gaming Bundle (422-423-659-595),DC,2500,2500
D041,250878,Amkette EvoFox Falcon LX35 LED Mouse Pad,1,Kolkata,DC,596BK Evo Fox Falcon LX35 Medium Speed LED Mouse Pad,DC,999,999
D041,250877,Amkette EvoFox Falcon X35 MED SP MSE Pad,1,Kolkata,DC,595BK Evo Fox Falcon X35 Medium Speed Mouse Pad,DC,349,349
D041,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,25,Kolkata,DC,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,DC,699,17475
D041,256480,Amkette EvoFox Prime Gaming Bundle,5,Kolkata,DC,998PP EvoFox Prime Gaming Bundle (422-423-658-597),DC,3000,15000
D041,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,9,Kolkata,DC,649BK EvoFox Typhoon Laptop Cooling Pad,DC,1399,12591
D042,250417,Amkette 4 Port USB 3.0 Hub BLK,4,Indore,DC,416PP Super Speed Hub 4 Port USB 3.0,DC,929,3716
D042,250423,Amkette Ergo Laptop Stand 7 Levels,2,Indore,DC,650GR Ergo View Laptop Stand-Grey,DC,759,1518
D042,256479,Amkette EvoFox Explore Gaming Bundle,2,Indore,DC,997PP EvoFox Explore Gaming Bundle (422-423-659-595),DC,2500,5000
D042,250878,Amkette EvoFox Falcon LX35 LED Mouse Pad,3,Indore,DC,596BK Evo Fox Falcon LX35 Medium Speed LED Mouse Pad,DC,999,2997
D042,250877,Amkette EvoFox Falcon X35 MED SP MSE Pad,1,Indore,DC,595BK Evo Fox Falcon X35 Medium Speed Mouse Pad,DC,349,349
D042,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,33,Indore,DC,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,DC,699,23067
D042,250881,Amkette EvoFox Phantom Pro WRGB GMG MSE,2,Indore,DC,795BK EvoFox Phantom Pro RGB Gaming Mouse USB,DC,799,1598
D042,256480,Amkette EvoFox Prime Gaming Bundle,7,Indore,DC,998PP EvoFox Prime Gaming Bundle (422-423-658-597),DC,3000,21000
D042,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,17,Indore,DC,649BK EvoFox Typhoon Laptop Cooling Pad,DC,1399,23783
D042,250421,Amkette Neo Case 14 Multi Pocket GRY,2,Indore,DC,146BK NeoCase Sleeve MP 450 14,DC,779,1558
D051,250417,Amkette 4 Port USB 3.0 Hub BLK,1,Lucknow DC,DC,416PP Super Speed Hub 4 Port USB 3.0,DC,929,929
D051,250423,Amkette Ergo Laptop Stand 7 Levels,3,Lucknow DC,DC,650GR Ergo View Laptop Stand-Grey,DC,759,2277
D051,256479,Amkette EvoFox Explore Gaming Bundle,3,Lucknow DC,DC,997PP EvoFox Explore Gaming Bundle (422-423-659-595),DC,2500,7500
D051,250878,Amkette EvoFox Falcon LX35 LED Mouse Pad,3,Lucknow DC,DC,596BK Evo Fox Falcon LX35 Medium Speed LED Mouse Pad,DC,999,2997
D051,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,10,Lucknow DC,DC,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,DC,699,6990
D051,250873,Amkette EvoFox Fireblade Wired GMG KB,1,Lucknow DC,DC,422BK Evo Fox Fireblade Gaming Keyboard USB,DC,999,999
D051,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,6,Lucknow DC,DC,649BK EvoFox Typhoon Laptop Cooling Pad,DC,1399,8394
D051,250875,Amkette EvoFox WarHammer Wired GMG KB,1,Lucknow DC,DC,433BK EvoFox WarHammer Gaming Keyboard (USB),DC,1099,1099
D051,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,3,Lucknow DC,DC,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),DC,1349,4047
D051,250424,Amkette Primus V2 WL Desktop KB & Mouse,1,Lucknow DC,DC,419V2 PRIMUS Wireless Desktop V2,DC,999,999
D054,250873,Amkette EvoFox Fireblade Wired GMG KB,1,Gurugram DC,DC,422BK Evo Fox Fireblade Gaming Keyboard USB,DC,999,999
D054,250881,Amkette EvoFox Phantom Pro WRGB GMG MSE,2,Gurugram DC,DC,795BK EvoFox Phantom Pro RGB Gaming Mouse USB,DC,799,1598
D054,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,4,Gurugram DC,DC,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),DC,1349,5396
D056,250417,Amkette 4 Port USB 3.0 Hub BLK,25,Bapgaon,DC,416PP Super Speed Hub 4 Port USB 3.0,DC,929,23225
D056,250417,Amkette 4 Port USB 3.0 Hub BLK,1,Bapgaon,DC,416PP Super Speed Hub 4 Port USB 3.0,DC,929,929
D056,250423,Amkette Ergo Laptop Stand 7 Levels,22,Bapgaon,DC,650GR Ergo View Laptop Stand-Grey,DC,759,16698
D056,250423,Amkette Ergo Laptop Stand 7 Levels,4,Bapgaon,DC,650GR Ergo View Laptop Stand-Grey,DC,759,3036
D056,256479,Amkette EvoFox Explore Gaming Bundle,60,Bapgaon,DC,997PP EvoFox Explore Gaming Bundle (422-423-659-595),DC,2500,150000
D056,250878,Amkette EvoFox Falcon LX35 LED Mouse Pad,157,Bapgaon,DC,596BK Evo Fox Falcon LX35 Medium Speed LED Mouse Pad,DC,999,156843
D056,250877,Amkette EvoFox Falcon X35 MED SP MSE Pad,10,Bapgaon,DC,595BK Evo Fox Falcon X35 Medium Speed Mouse Pad,DC,349,3490
D056,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,159,Bapgaon,DC,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,DC,699,111141
D056,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,Bapgaon,DC,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,DC,699,699
D056,250873,Amkette EvoFox Fireblade Wired GMG KB,6,Bapgaon,DC,422BK Evo Fox Fireblade Gaming Keyboard USB,DC,999,5994
D056,250881,Amkette EvoFox Phantom Pro WRGB GMG MSE,15,Bapgaon,DC,795BK EvoFox Phantom Pro RGB Gaming Mouse USB,DC,799,11985
D056,256480,Amkette EvoFox Prime Gaming Bundle,135,Bapgaon,DC,998PP EvoFox Prime Gaming Bundle (422-423-658-597),DC,3000,405000
D056,256480,Amkette EvoFox Prime Gaming Bundle,2,Bapgaon,DC,998PP EvoFox Prime Gaming Bundle (422-423-658-597),DC,3000,6000
D056,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,44,Bapgaon,DC,649BK EvoFox Typhoon Laptop Cooling Pad,DC,1399,61556
D056,250875,Amkette EvoFox WarHammer Wired GMG KB,2,Bapgaon,DC,433BK EvoFox WarHammer Gaming Keyboard (USB),DC,1099,2198
D056,250875,Amkette EvoFox WarHammer Wired GMG KB,1,Bapgaon,DC,433BK EvoFox WarHammer Gaming Keyboard (USB),DC,1099,1099
D056,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,13,Bapgaon,DC,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),DC,1349,17537
D056,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,Bapgaon,DC,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),DC,1349,1349
D056,250421,Amkette Neo Case 14 Multi Pocket GRY,7,Bapgaon,DC,146BK NeoCase Sleeve MP 450 14,DC,779,5453
D056,250422,Amkette Neo Case 15 Multi Pocket BLK/GRY,1,Bapgaon,DC,143BK NeoCase Sleeve MP 450 15-15.6,DC,799,799
D056,260085,Amkette Type-C 4 Port USB 3.0 Hub,11,Bapgaon,DC,435BK Type-C 4 Port USB 3.0 Hub Pro,DC,1059,11649
D056,260086,Amkette Type-C 6 in 1 Multiport Hub,1,Bapgaon,DC,436BK Type-C 6 in 1 Multiport Hub,DC,1699,1699
D056,260090,Amkette Xcite Neo Wired Keyboard & Mouse,4,Bapgaon,DC,400PP Xcite Neo Keyboard & Mouse USB,DC,729,2916
