Site,Article,Article Description,Qty,City,Store Name,Full Tally Name,Store Type,TP / ex GST,Stock Value
A184,250421,Amkette Neo Case 14 Multi Pocket GRY,1,Baramati,Bhigwan Road,146BK NeoCase Sleeve MP 450 14,Store,779,779
A184,260090,Amkette Xcite Neo Wired Keyboard & Mouse,1,Baramati,Bhigwan Road,400PP Xcite Neo Keyboard & Mouse USB,Store,729,729
A184,260089,Amkette Xcite Neo Wired USB Keyboard,1,Baramati,Bhigwan Road,398PP Xcite Neo Keyboard USB,Store,529,529
A185,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,Davanagere,Hadadi Road,649BK EvoFox Typhoon Laptop Cooling Pad,Store,1399,1399
A185,204737,AMKETTE Xcite Pro Keyboard & Mouse Combo,1,Davanagere,Hadadi Road,850PP Xcite Pro Keyboard & Mouse USB,Store,729,729
A186,250878,Amkette EvoFox Falcon LX35 LED Mouse Pad,1,Indore,Vijay Nagar Square,596BK Evo Fox Falcon LX35 Medium Speed LED Mouse Pad,Store,999,999
A188,256480,Amkette EvoFox Prime Gaming Bundle,1,Bhopal,Arera Colony,998PP EvoFox Prime Gaming Bundle (422-423-658-597),Store,3000,3000
A189,250417,Amkette 4 Port USB 3.0 Hub BLK,2,Noida,Gaur Mall,416PP Super Speed Hub 4 Port USB 3.0,Store,929,1858
A189,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,Noida,Gaur Mall,649BK EvoFox Typhoon Laptop Cooling Pad,Store,1399,1399
A190,256479,Amkette EvoFox Explore Gaming Bundle,1,Gandhidham,RT Road,997PP EvoFox Explore Gaming Bundle (422-423-659-595),Store,2500,2500
A190,256480,Amkette EvoFox Prime Gaming Bundle,1,Gandhidham,RT Road,998PP EvoFox Prime Gaming Bundle (422-423-658-597),Store,3000,3000
A191,256479,Amkette EvoFox Explore Gaming Bundle,1,Aurangabad,Waluj,997PP EvoFox Explore Gaming Bundle (422-423-659-595),Store,2500,2500
A191,256480,Amkette EvoFox Prime Gaming Bundle,1,Aurangabad,Waluj,998PP EvoFox Prime Gaming Bundle (422-423-658-597),Store,3000,3000
A191,260089,Amkette Xcite Neo Wired USB Keyboard,1,Aurangabad,Waluj,398PP Xcite Neo Keyboard USB,Store,529,529
A193,250881,Amkette EvoFox Phantom Pro WRGB GMG MSE,1,Coimbatore,Prozone Mall,795BK EvoFox Phantom Pro RGB Gaming Mouse USB,Store,799,799
A193,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,Coimbatore,Prozone Mall,649BK EvoFox Typhoon Laptop Cooling Pad,Store,1399,1399
A197,250878,Amkette EvoFox Falcon LX35 LED Mouse Pad,1,Kolkata,Rajarhat,596BK Evo Fox Falcon LX35 Medium Speed LED Mouse Pad,Store,999,999
A197,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,Kolkata,Rajarhat,649BK EvoFox Typhoon Laptop Cooling Pad,Store,1399,1399
A197,250421,Amkette Neo Case 14 Multi Pocket GRY,1,Kolkata,Rajarhat,146BK NeoCase Sleeve MP 450 14,Store,779,779
A198,256479,Amkette EvoFox Explore Gaming Bundle,1,Raipur,Pandri Road,997PP EvoFox Explore Gaming Bundle (422-423-659-595),Store,2500,2500
A198,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,Raipur,Pandri Road,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Store,1349,1349
A199,260090,Amkette Xcite Neo Wired Keyboard & Mouse,1,Coimbatore,Laxmi Mills,400PP Xcite Neo Keyboard & Mouse USB,Store,729,729
A199,260089,Amkette Xcite Neo Wired USB Keyboard,1,Coimbatore,Laxmi Mills,398PP Xcite Neo Keyboard USB,Store,529,529
A199,204737,AMKETTE Xcite Pro Keyboard & Mouse Combo,1,Coimbatore,Laxmi Mills,850PP Xcite Pro Keyboard & Mouse USB,Store,729,729
A200,250875,Amkette EvoFox WarHammer Wired GMG KB,1,Junagadh,Timbawadi Road,433BK EvoFox WarHammer Gaming Keyboard (USB),Store,1099,1099
A202,250417,Amkette 4 Port USB 3.0 Hub BLK,-1,Vadodara,Kareli Baug,416PP Super Speed Hub 4 Port USB 3.0,Store,929,-929
A202,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,Vadodara,Kareli Baug,649BK EvoFox Typhoon Laptop Cooling Pad,Store,1399,1399
A202,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,Vadodara,Kareli Baug,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Store,1349,1349
A203,250417,Amkette 4 Port USB 3.0 Hub BLK,1,Pune,JVA Mall,416PP Super Speed Hub 4 Port USB 3.0,Store,929,929
A203,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,Pune,JVA Mall,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Store,699,699
A203,250873,Amkette EvoFox Fireblade Wired GMG KB,1,Pune,JVA Mall,422BK Evo Fox Fireblade Gaming Keyboard USB,Store,999,999
A203,250881,Amkette EvoFox Phantom Pro WRGB GMG MSE,1,Pune,JVA Mall,795BK EvoFox Phantom Pro RGB Gaming Mouse USB,Store,799,799
A203,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,Pune,JVA Mall,649BK EvoFox Typhoon Laptop Cooling Pad,Store,1399,1399
A203,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,Pune,JVA Mall,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Store,1349,1349
A203,250421,Amkette Neo Case 14 Multi Pocket GRY,2,Pune,JVA Mall,146BK NeoCase Sleeve MP 450 14,Store,779,1558
A203,260090,Amkette Xcite Neo Wired Keyboard & Mouse,1,Pune,JVA Mall,400PP Xcite Neo Keyboard & Mouse USB,Store,729,729
A203,260089,Amkette Xcite Neo Wired USB Keyboard,1,Pune,JVA Mall,398PP Xcite Neo Keyboard USB,Store,529,529
A204,256479,Amkette EvoFox Explore Gaming Bundle,2,New Delhi,Vegas Mall,997PP EvoFox Explore Gaming Bundle (422-423-659-595),Store,2500,5000
A204,250878,Amkette EvoFox Falcon LX35 LED Mouse Pad,1,New Delhi,Vegas Mall,596BK Evo Fox Falcon LX35 Medium Speed LED Mouse Pad,Store,999,999
A204,250877,Amkette EvoFox Falcon X35 MED SP MSE Pad,2,New Delhi,Vegas Mall,595BK Evo Fox Falcon X35 Medium Speed Mouse Pad,Store,349,698
A204,256480,Amkette EvoFox Prime Gaming Bundle,3,New Delhi,Vegas Mall,998PP EvoFox Prime Gaming Bundle (422-423-658-597),Store,3000,9000
A204,250421,Amkette Neo Case 14 Multi Pocket GRY,1,New Delhi,Vegas Mall,146BK NeoCase Sleeve MP 450 14,Store,779,779
A205,250875,Amkette EvoFox WarHammer Wired GMG KB,1,Visakhapatnam,Muralinagar,433BK EvoFox WarHammer Gaming Keyboard (USB),Store,1099,1099
A206,250417,Amkette 4 Port USB 3.0 Hub BLK,2,Kota,Dakaniya Station Road,416PP Super Speed Hub 4 Port USB 3.0,Store,929,1858
A206,250423,Amkette Ergo Laptop Stand 7 Levels,1,Kota,Dakaniya Station Road,650GR Ergo View Laptop Stand-Grey,Store,759,759
A206,256479,Amkette EvoFox Explore Gaming Bundle,2,Kota,Dakaniya Station Road,997PP EvoFox Explore Gaming Bundle (422-423-659-595),Store,2500,5000
A206,250878,Amkette EvoFox Falcon LX35 LED Mouse Pad,1,Kota,Dakaniya Station Road,596BK Evo Fox Falcon LX35 Medium Speed LED Mouse Pad,Store,999,999
A206,256480,Amkette EvoFox Prime Gaming Bundle,1,Kota,Dakaniya Station Road,998PP EvoFox Prime Gaming Bundle (422-423-658-597),Store,3000,3000
A206,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,Kota,Dakaniya Station Road,649BK EvoFox Typhoon Laptop Cooling Pad,Store,1399,1399
A206,260090,Amkette Xcite Neo Wired Keyboard & Mouse,1,Kota,Dakaniya Station Road,400PP Xcite Neo Keyboard & Mouse USB,Store,729,729
A206,260089,Amkette Xcite Neo Wired USB Keyboard,1,Kota,Dakaniya Station Road,398PP Xcite Neo Keyboard USB,Store,529,529
A206,204737,AMKETTE Xcite Pro Keyboard & Mouse Combo,1,Kota,Dakaniya Station Road,850PP Xcite Pro Keyboard & Mouse USB,Store,729,729
A207,250878,Amkette EvoFox Falcon LX35 LED Mouse Pad,1,Bangalore,Hennur Road,596BK Evo Fox Falcon LX35 Medium Speed LED Mouse Pad,Store,999,999
A207,250877,Amkette EvoFox Falcon X35 MED SP MSE Pad,1,Bangalore,Hennur Road,595BK Evo Fox Falcon X35 Medium Speed Mouse Pad,Store,349,349
A208,250417,Amkette 4 Port USB 3.0 Hub BLK,1,Nadiad,Uttarsanda Road,416PP Super Speed Hub 4 Port USB 3.0,Store,929,929
A210,250875,Amkette EvoFox WarHammer Wired GMG KB,1,Bharuch,Dahej Bypass Road,433BK EvoFox WarHammer Gaming Keyboard (USB),Store,1099,1099
A210,250424,Amkette Primus V2 WL Desktop KB & Mouse,1,Bharuch,Dahej Bypass Road,419V2 PRIMUS Wireless Desktop V2,Store,999,999
A210,260089,Amkette Xcite Neo Wired USB Keyboard,1,Bharuch,Dahej Bypass Road,398PP Xcite Neo Keyboard USB,Store,529,529
A211,260090,Amkette Xcite Neo Wired Keyboard & Mouse,1,Visakhapatnam,Sripuram,400PP Xcite Neo Keyboard & Mouse USB,Store,729,729
A211,204737,AMKETTE Xcite Pro Keyboard & Mouse Combo,1,Visakhapatnam,Sripuram,850PP Xcite Pro Keyboard & Mouse USB,Store,729,729
A212,256479,Amkette EvoFox Explore Gaming Bundle,1,Gurugram,Worldmark 2,997PP EvoFox Explore Gaming Bundle (422-423-659-595),Store,2500,2500
A212,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,Gurugram,Worldmark 2,649BK EvoFox Typhoon Laptop Cooling Pad,Store,1399,1399
A214,250878,Amkette EvoFox Falcon LX35 LED Mouse Pad,1,Lucknow,Aliganj,596BK Evo Fox Falcon LX35 Medium Speed LED Mouse Pad,Store,999,999
A214,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,Lucknow,Aliganj,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Store,699,699
A214,250873,Amkette EvoFox Fireblade Wired GMG KB,1,Lucknow,Aliganj,422BK Evo Fox Fireblade Gaming Keyboard USB,Store,999,999
A214,250881,Amkette EvoFox Phantom Pro WRGB GMG MSE,1,Lucknow,Aliganj,795BK EvoFox Phantom Pro RGB Gaming Mouse USB,Store,799,799
A214,256480,Amkette EvoFox Prime Gaming Bundle,2,Lucknow,Aliganj,998PP EvoFox Prime Gaming Bundle (422-423-658-597),Store,3000,6000
A214,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,Lucknow,Aliganj,649BK EvoFox Typhoon Laptop Cooling Pad,Store,1399,1399
A214,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,Lucknow,Aliganj,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Store,1349,1349
A214,250424,Amkette Primus V2 WL Desktop KB & Mouse,1,Lucknow,Aliganj,419V2 PRIMUS Wireless Desktop V2,Store,999,999
A214,204737,AMKETTE Xcite Pro Keyboard & Mouse Combo,1,Lucknow,Aliganj,850PP Xcite Pro Keyboard & Mouse USB,Store,729,729
A215,256480,Amkette EvoFox Prime Gaming Bundle,1,Nashik,Nashik Road,998PP EvoFox Prime Gaming Bundle (422-423-658-597),Store,3000,3000
A215,250424,Amkette Primus V2 WL Desktop KB & Mouse,1,Nashik,Nashik Road,419V2 PRIMUS Wireless Desktop V2,Store,999,999
A215,260086,Amkette Type-C 6 in 1 Multiport Hub,1,Nashik,Nashik Road,436BK Type-C 6 in 1 Multiport Hub,Store,1699,1699
A217,260089,Amkette Xcite Neo Wired USB Keyboard,1,Surat,VIP Road,398PP Xcite Neo Keyboard USB,Store,529,529
A219,256479,Amkette EvoFox Explore Gaming Bundle,1,Raipur,VIP Chowk,997PP EvoFox Explore Gaming Bundle (422-423-659-595),Store,2500,2500
A219,250881,Amkette EvoFox Phantom Pro WRGB GMG MSE,1,Raipur,VIP Chowk,795BK EvoFox Phantom Pro RGB Gaming Mouse USB,Store,799,799
A220,256479,Amkette EvoFox Explore Gaming Bundle,1,Kolkata,Green Chinar,997PP EvoFox Explore Gaming Bundle (422-423-659-595),Store,2500,2500
A220,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,Kolkata,Green Chinar,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Store,699,699
A220,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,Kolkata,Green Chinar,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Store,1349,1349
A221,256480,Amkette EvoFox Prime Gaming Bundle,1,Mangalore,MAK Mall,998PP EvoFox Prime Gaming Bundle (422-423-658-597),Store,3000,3000
A222,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,Pune,Katraj,649BK EvoFox Typhoon Laptop Cooling Pad,Store,1399,1399
A222,204737,AMKETTE Xcite Pro Keyboard & Mouse Combo,1,Pune,Katraj,850PP Xcite Pro Keyboard & Mouse USB,Store,729,729
A223,250421,Amkette Neo Case 14 Multi Pocket GRY,2,Vadodara,OP Road,146BK NeoCase Sleeve MP 450 14,Store,779,1558
A223,260089,Amkette Xcite Neo Wired USB Keyboard,1,Vadodara,OP Road,398PP Xcite Neo Keyboard USB,Store,529,529
A225,250878,Amkette EvoFox Falcon LX35 LED Mouse Pad,1,Hosur,Bagalur Road,596BK Evo Fox Falcon LX35 Medium Speed LED Mouse Pad,Store,999,999
A225,250877,Amkette EvoFox Falcon X35 MED SP MSE Pad,1,Hosur,Bagalur Road,595BK Evo Fox Falcon X35 Medium Speed Mouse Pad,Store,349,349
A225,260090,Amkette Xcite Neo Wired Keyboard & Mouse,1,Hosur,Bagalur Road,400PP Xcite Neo Keyboard & Mouse USB,Store,729,729
A226,256480,Amkette EvoFox Prime Gaming Bundle,1,Kolkata,Barasat,998PP EvoFox Prime Gaming Bundle (422-423-658-597),Store,3000,3000
A226,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,Kolkata,Barasat,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Store,1349,1349
A227,256479,Amkette EvoFox Explore Gaming Bundle,1,Hyderabad,Karmanghat,997PP EvoFox Explore Gaming Bundle (422-423-659-595),Store,2500,2500
A229,256479,Amkette EvoFox Explore Gaming Bundle,1,Asansol,Bhagat Singh More,997PP EvoFox Explore Gaming Bundle (422-423-659-595),Store,2500,2500
A229,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,Asansol,Bhagat Singh More,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Store,699,699
A229,250875,Amkette EvoFox WarHammer Wired GMG KB,1,Asansol,Bhagat Singh More,433BK EvoFox WarHammer Gaming Keyboard (USB),Store,1099,1099
A229,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,Asansol,Bhagat Singh More,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Store,1349,1349
A230,204736,AMKETTE Xcite Pro Keyboard,1,Ahmedabad,Nikol,851PP Xcite Pro Keyboard USB,Store,549,549
A233,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,Indore,Aerodrum Road,649BK EvoFox Typhoon Laptop Cooling Pad,Store,1399,1399
A234,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,Bilaspur,Srikant Verma Marg,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Store,699,699
A236,250878,Amkette EvoFox Falcon LX35 LED Mouse Pad,1,Bangalore,Malleshwaram,596BK Evo Fox Falcon LX35 Medium Speed LED Mouse Pad,Store,999,999
A238,256479,Amkette EvoFox Explore Gaming Bundle,1,Kolkata,Kalikapur,997PP EvoFox Explore Gaming Bundle (422-423-659-595),Store,2500,2500
A238,250878,Amkette EvoFox Falcon LX35 LED Mouse Pad,1,Kolkata,Kalikapur,596BK Evo Fox Falcon LX35 Medium Speed LED Mouse Pad,Store,999,999
A238,250877,Amkette EvoFox Falcon X35 MED SP MSE Pad,1,Kolkata,Kalikapur,595BK Evo Fox Falcon X35 Medium Speed Mouse Pad,Store,349,349
A238,256480,Amkette EvoFox Prime Gaming Bundle,1,Kolkata,Kalikapur,998PP EvoFox Prime Gaming Bundle (422-423-658-597),Store,3000,3000
A238,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,Kolkata,Kalikapur,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Store,1349,1349
A240,250878,Amkette EvoFox Falcon LX35 LED Mouse Pad,1,Gurugram,Sector 12,596BK Evo Fox Falcon LX35 Medium Speed LED Mouse Pad,Store,999,999
A240,256480,Amkette EvoFox Prime Gaming Bundle,1,Gurugram,Sector 12,998PP EvoFox Prime Gaming Bundle (422-423-658-597),Store,3000,3000
A240,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,Gurugram,Sector 12,649BK EvoFox Typhoon Laptop Cooling Pad,Store,1399,1399
A241,250417,Amkette 4 Port USB 3.0 Hub BLK,1,Pune,Sinhgad Road,416PP Super Speed Hub 4 Port USB 3.0,Store,929,929
A241,250423,Amkette Ergo Laptop Stand 7 Levels,1,Pune,Sinhgad Road,650GR Ergo View Laptop Stand-Grey,Store,759,759
A241,256480,Amkette EvoFox Prime Gaming Bundle,1,Pune,Sinhgad Road,998PP EvoFox Prime Gaming Bundle (422-423-658-597),Store,3000,3000
A241,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,Pune,Sinhgad Road,649BK EvoFox Typhoon Laptop Cooling Pad,Store,1399,1399
A241,250421,Amkette Neo Case 14 Multi Pocket GRY,4,Pune,Sinhgad Road,146BK NeoCase Sleeve MP 450 14,Store,779,3116
A243,250873,Amkette EvoFox Fireblade Wired GMG KB,1,Solapur,Murarji Peth,422BK Evo Fox Fireblade Gaming Keyboard USB,Store,999,999
A243,250881,Amkette EvoFox Phantom Pro WRGB GMG MSE,1,Solapur,Murarji Peth,795BK EvoFox Phantom Pro RGB Gaming Mouse USB,Store,799,799
A245,256479,Amkette EvoFox Explore Gaming Bundle,1,Dhanbad,Prabhatam Grand Mall,997PP EvoFox Explore Gaming Bundle (422-423-659-595),Store,2500,2500
A245,250878,Amkette EvoFox Falcon LX35 LED Mouse Pad,1,Dhanbad,Prabhatam Grand Mall,596BK Evo Fox Falcon LX35 Medium Speed LED Mouse Pad,Store,999,999
A245,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,Dhanbad,Prabhatam Grand Mall,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Store,699,699
A245,256480,Amkette EvoFox Prime Gaming Bundle,1,Dhanbad,Prabhatam Grand Mall,998PP EvoFox Prime Gaming Bundle (422-423-658-597),Store,3000,3000
A245,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,Dhanbad,Prabhatam Grand Mall,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Store,1349,1349
A249,256480,Amkette EvoFox Prime Gaming Bundle,1,Palanpur,Delhi Highway,998PP EvoFox Prime Gaming Bundle (422-423-658-597),Store,3000,3000
A250,256480,Amkette EvoFox Prime Gaming Bundle,1,Ahmedabad,Bopal,998PP EvoFox Prime Gaming Bundle (422-423-658-597),Store,3000,3000
A251,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,Ahmedabad,Shyamal Cross Road,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Store,699,699
A255,256479,Amkette EvoFox Explore Gaming Bundle,1,Patiala,Bhupendra Road,997PP EvoFox Explore Gaming Bundle (422-423-659-595),Store,2500,2500
A255,260090,Amkette Xcite Neo Wired Keyboard & Mouse,1,Patiala,Bhupendra Road,400PP Xcite Neo Keyboard & Mouse USB,Store,729,729
A257,256479,Amkette EvoFox Explore Gaming Bundle,1,Bangalore,GT World Mall,997PP EvoFox Explore Gaming Bundle (422-423-659-595),Store,2500,2500
A258,250878,Amkette EvoFox Falcon LX35 LED Mouse Pad,1,New Delhi,Pitampura,596BK Evo Fox Falcon LX35 Medium Speed LED Mouse Pad,Store,999,999
A258,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,New Delhi,Pitampura,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Store,699,699
A258,256480,Amkette EvoFox Prime Gaming Bundle,1,New Delhi,Pitampura,998PP EvoFox Prime Gaming Bundle (422-423-658-597),Store,3000,3000
A258,250875,Amkette EvoFox WarHammer Wired GMG KB,1,New Delhi,Pitampura,433BK EvoFox WarHammer Gaming Keyboard (USB),Store,1099,1099
A258,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,New Delhi,Pitampura,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Store,1349,1349
A259,250423,Amkette Ergo Laptop Stand 7 Levels,1,Lucknow,Vibhuti Khand,650GR Ergo View Laptop Stand-Grey,Store,759,759
A259,250878,Amkette EvoFox Falcon LX35 LED Mouse Pad,1,Lucknow,Vibhuti Khand,596BK Evo Fox Falcon LX35 Medium Speed LED Mouse Pad,Store,999,999
A259,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,Lucknow,Vibhuti Khand,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Store,699,699
A259,256480,Amkette EvoFox Prime Gaming Bundle,1,Lucknow,Vibhuti Khand,998PP EvoFox Prime Gaming Bundle (422-423-658-597),Store,3000,3000
A259,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,Lucknow,Vibhuti Khand,649BK EvoFox Typhoon Laptop Cooling Pad,Store,1399,1399
A259,260090,Amkette Xcite Neo Wired Keyboard & Mouse,1,Lucknow,Vibhuti Khand,400PP Xcite Neo Keyboard & Mouse USB,Store,729,729
A260,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,Ahmedabad,Science City,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Store,1349,1349
A264,250421,Amkette Neo Case 14 Multi Pocket GRY,1,Pune,Hinjewadi,146BK NeoCase Sleeve MP 450 14,Store,779,779
A267,250423,Amkette Ergo Laptop Stand 7 Levels,1,New Delhi,GT Karnal Road,650GR Ergo View Laptop Stand-Grey,Store,759,759
A267,250878,Amkette EvoFox Falcon LX35 LED Mouse Pad,1,New Delhi,GT Karnal Road,596BK Evo Fox Falcon LX35 Medium Speed LED Mouse Pad,Store,999,999
A267,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,New Delhi,GT Karnal Road,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Store,699,699
A267,256480,Amkette EvoFox Prime Gaming Bundle,1,New Delhi,GT Karnal Road,998PP EvoFox Prime Gaming Bundle (422-423-658-597),Store,3000,3000
A269,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,Chennai,Alwarpet,649BK EvoFox Typhoon Laptop Cooling Pad,Store,1399,1399
A270,256479,Amkette EvoFox Explore Gaming Bundle,1,Vijayawada,Benz Circle,997PP EvoFox Explore Gaming Bundle (422-423-659-595),Store,2500,2500
A270,256480,Amkette EvoFox Prime Gaming Bundle,1,Vijayawada,Benz Circle,998PP EvoFox Prime Gaming Bundle (422-423-658-597),Store,3000,3000
A270,250875,Amkette EvoFox WarHammer Wired GMG KB,1,Vijayawada,Benz Circle,433BK EvoFox WarHammer Gaming Keyboard (USB),Store,1099,1099
A270,250424,Amkette Primus V2 WL Desktop KB & Mouse,1,Vijayawada,Benz Circle,419V2 PRIMUS Wireless Desktop V2,Store,999,999
A271,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,Belagavi,Tilakwadi,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Store,1349,1349
A272,260089,Amkette Xcite Neo Wired USB Keyboard,1,Shivamogga,Savalanga Road,398PP Xcite Neo Keyboard USB,Store,529,529
A273,250417,Amkette 4 Port USB 3.0 Hub BLK,1,Bathinda,GT Road,416PP Super Speed Hub 4 Port USB 3.0,Store,929,929
A273,256479,Amkette EvoFox Explore Gaming Bundle,1,Bathinda,GT Road,997PP EvoFox Explore Gaming Bundle (422-423-659-595),Store,2500,2500
A273,250877,Amkette EvoFox Falcon X35 MED SP MSE Pad,1,Bathinda,GT Road,595BK Evo Fox Falcon X35 Medium Speed Mouse Pad,Store,349,349
A273,250881,Amkette EvoFox Phantom Pro WRGB GMG MSE,1,Bathinda,GT Road,795BK EvoFox Phantom Pro RGB Gaming Mouse USB,Store,799,799
A273,256480,Amkette EvoFox Prime Gaming Bundle,1,Bathinda,GT Road,998PP EvoFox Prime Gaming Bundle (422-423-658-597),Store,3000,3000
A273,250424,Amkette Primus V2 WL Desktop KB & Mouse,2,Bathinda,GT Road,419V2 PRIMUS Wireless Desktop V2,Store,999,1998
A274,250423,Amkette Ergo Laptop Stand 7 Levels,1,Kurnool,Raj Vihar Centre,650GR Ergo View Laptop Stand-Grey,Store,759,759
A275,250873,Amkette EvoFox Fireblade Wired GMG KB,1,Kalyan,Khadakpada,422BK Evo Fox Fireblade Gaming Keyboard USB,Store,999,999
A276,250878,Amkette EvoFox Falcon LX35 LED Mouse Pad,1,New Delhi,Civil Lines,596BK Evo Fox Falcon LX35 Medium Speed LED Mouse Pad,Store,999,999
A276,256480,Amkette EvoFox Prime Gaming Bundle,1,New Delhi,Civil Lines,998PP EvoFox Prime Gaming Bundle (422-423-658-597),Store,3000,3000
A277,250417,Amkette 4 Port USB 3.0 Hub BLK,2,Bangalore,Electronic City,416PP Super Speed Hub 4 Port USB 3.0,Store,929,1858
A277,256479,Amkette EvoFox Explore Gaming Bundle,1,Bangalore,Electronic City,997PP EvoFox Explore Gaming Bundle (422-423-659-595),Store,2500,2500
A277,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,Bangalore,Electronic City,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Store,1349,1349
A278,250873,Amkette EvoFox Fireblade Wired GMG KB,1,Bhilai,Supela,422BK Evo Fox Fireblade Gaming Keyboard USB,Store,999,999
A278,256480,Amkette EvoFox Prime Gaming Bundle,1,Bhilai,Supela,998PP EvoFox Prime Gaming Bundle (422-423-658-597),Store,3000,3000
A279,250423,Amkette Ergo Laptop Stand 7 Levels,1,Dabolim,Alsto,650GR Ergo View Laptop Stand-Grey,Store,759,759
A279,256479,Amkette EvoFox Explore Gaming Bundle,1,Dabolim,Alsto,997PP EvoFox Explore Gaming Bundle (422-423-659-595),Store,2500,2500
A283,250878,Amkette EvoFox Falcon LX35 LED Mouse Pad,1,Jaipur,Vaishali Nagar,596BK Evo Fox Falcon LX35 Medium Speed LED Mouse Pad,Store,999,999
A283,256480,Amkette EvoFox Prime Gaming Bundle,1,Jaipur,Vaishali Nagar,998PP EvoFox Prime Gaming Bundle (422-423-658-597),Store,3000,3000
A283,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,Jaipur,Vaishali Nagar,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Store,1349,1349
A283,250424,Amkette Primus V2 WL Desktop KB & Mouse,1,Jaipur,Vaishali Nagar,419V2 PRIMUS Wireless Desktop V2,Store,999,999
A283,204737,AMKETTE Xcite Pro Keyboard & Mouse Combo,1,Jaipur,Vaishali Nagar,850PP Xcite Pro Keyboard & Mouse USB,Store,729,729
A285,250423,Amkette Ergo Laptop Stand 7 Levels,1,Mumbai,Kandivali West,650GR Ergo View Laptop Stand-Grey,Store,759,759
A285,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,Mumbai,Kandivali West,649BK EvoFox Typhoon Laptop Cooling Pad,Store,1399,1399
A288,250873,Amkette EvoFox Fireblade Wired GMG KB,1,Virar,Redbricks,422BK Evo Fox Fireblade Gaming Keyboard USB,Store,999,999
